id,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Outage_Risk
5730,297.6,308.3,1326.29,42.3,193.0,381.38,0
5731,297.4,308.5,1435.39,42.1,190.0,589.43,0
5732,300.5,311.7,1279.83,,104.0,498.73,0
5733,300.7,311.0,1173.54,52.1,,471.64,0
5734,298.9,308.7,1414.7,,80.0,724.7,0
5735,303.5,312.7,1913.55,16.7,45.0,649.14,1
5736,301.6,310.8,1307.7,47.2,152.0,510.72,0
5737,297.6,308.7,1459.77,32.1,49.0,602.13,1
5738,,310.8,1333.94,41.2,33.0,480.99,0
5739,296.3,307.3,1256.99,49.5,10.0,608.2,1
5740,298.4,308.1,1260.44,44.0,92.0,459.52,1
5741,298.8,309.8,1507.91,33.6,27.0,601.2,0
5742,299.9,311.4,1354.56,37.0,,333.53,0
5743,298.5,309.3,1366.96,34.7,121.0,600.31,0
5744,301.9,309.8,1417.92,44.7,131.0,702.14,0
5745,300.5,311.6,1290.93,42.4,102.0,414.82,1
5746,300.5,309.4,1499.63,32.1,37.0,646.56,0
5747,301.5,311.1,1320.34,41.4,123.0,597.25,1
5748,298.8,309.7,1419.89,35.3,149.0,545.29,0
5749,300.8,310.9,1515.17,28.1,63.0,655.2,1
5750,302.2,311.5,1581.75,34.0,170.0,760.53,0
5751,299.0,308.7,1310.59,38.9,18.0,476.82,0
5752,,310.9,1380.89,37.3,6.0,611.74,0
5753,303.5,312.4,1198.95,54.2,177.0,414.58,0
5754,298.4,308.7,1423.36,31.7,117.0,451.19,0
5755,298.0,309.1,1303.23,44.3,,441.79,0
5756,303.4,312.7,1477.81,34.0,116.0,637.71,1
5757,298.1,309.0,1409.0,33.9,85.0,521.66,1
5758,300.2,309.7,1345.91,43.8,108.0,514.88,0
5759,297.1,308.4,1336.08,44.4,197.0,580.07,0
5760,297.2,308.7,1274.68,38.1,88.0,501.52,0
5761,296.9,307.9,1310.08,47.6,60.0,516.52,0
5762,303.8,313.2,1376.27,47.8,176.0,665.69,0
5763,299.8,309.7,1293.3,40.3,101.0,606.55,0
5764,302.6,312.4,1289.51,50.3,33.0,379.81,0
5765,298.1,307.7,1261.13,40.9,147.0,390.49,0
5766,297.2,308.5,1361.1,41.4,192.0,553.26,0
5767,297.4,308.5,1439.49,32.2,84.0,681.1,0
5768,297.4,308.1,1436.55,31.2,143.0,683.0,0
5769,,309.2,1286.38,40.6,182.0,586.45,1
5770,300.6,309.8,1278.45,42.7,147.0,403.22,0
5771,297.3,308.6,1420.95,,155.0,581.34,0
5772,298.9,308.6,1402.34,32.2,118.0,484.22,1
5773,299.7,310.8,1404.94,47.6,192.0,462.71,0
5774,298.9,309.8,1257.23,49.0,13.0,555.26,0
5775,298.4,309.5,1423.67,36.6,117.0,596.55,1
5776,301.1,311.4,1376.67,38.7,55.0,492.31,1
5777,299.8,309.4,1351.28,42.5,146.0,552.34,0
5778,300.1,,2304.05,12.5,64.0,950.76,1
5779,302.5,311.4,1271.52,53.1,126.0,549.09,0
5780,296.8,308.0,1333.73,29.7,,488.36,0
5781,301.0,309.7,1376.25,39.3,146.0,558.01,0
5782,298.9,309.9,1238.13,46.5,75.0,555.31,0
5783,298.2,308.3,1272.14,51.0,141.0,550.77,0
5784,297.6,308.3,1337.07,53.9,132.0,610.62,0
5785,297.2,308.6,1343.4,37.1,161.0,535.78,0
5786,300.6,310.5,1335.95,37.7,98.0,555.26,0
5787,298.8,309.6,1265.69,50.0,104.0,374.54,0
5788,,311.2,1375.39,40.8,204.0,581.67,0
5789,297.4,308.6,1443.1,36.2,116.0,597.19,0
5790,300.2,311.6,1507.51,28.8,149.0,637.81,0
5791,298.8,310.1,1464.07,39.5,105.0,736.8,0
5792,297.7,308.2,1542.74,25.6,174.0,683.64,1
5793,303.5,311.6,1309.68,48.7,60.0,721.35,0
5794,304.1,313.6,1223.86,46.7,,420.97,0
5795,298.9,308.5,1255.66,57.3,154.0,534.12,1
5796,299.3,310.4,1206.2,53.9,171.0,458.49,0
5797,302.0,310.4,1660.04,26.3,82.0,780.76,1
5798,300.7,311.0,1793.48,20.7,109.0,800.39,1
5799,301.0,309.7,1333.43,42.9,165.0,551.07,0
5800,301.2,310.7,1541.06,27.3,,573.03,0
5801,300.1,309.7,1508.77,33.8,140.0,616.85,0
5802,302.5,310.9,1464.64,,146.0,751.89,0
5803,298.2,309.4,1333.41,46.5,76.0,504.81,0
5804,302.5,310.4,1319.22,48.4,134.0,481.3,1
5805,299.2,308.5,1370.77,37.3,135.0,704.75,1
5806,303.2,311.4,1436.17,36.6,43.0,602.12,0
5807,302.0,310.5,1760.61,22.0,106.0,674.8,1
5808,300.2,310.1,1248.22,47.9,201.0,612.37,0
5809,301.4,310.3,1485.59,32.7,,618.16,1
5810,299.2,309.0,1675.6,23.9,137.0,876.63,1
5811,299.0,310.3,1291.08,39.9,157.0,442.15,0
5812,298.6,309.3,1306.09,,26.0,573.01,0
5813,301.7,310.6,1360.05,38.5,78.0,419.29,0
5814,298.4,308.3,1299.37,,186.0,408.02,0
5815,299.7,310.9,1240.99,,188.0,510.6,0
5816,302.2,311.5,1223.46,53.0,36.0,475.82,0
5817,302.6,310.4,1217.93,66.8,80.0,605.44,0
5818,301.6,310.9,1245.43,51.2,132.0,776.94,0
5819,298.0,307.9,1359.98,47.6,76.0,397.19,0
5820,298.4,308.5,1472.92,35.7,107.0,703.9,1
5821,301.1,311.2,1420.8,35.0,208.0,568.12,0
5822,303.0,312.8,1503.9,,104.0,502.42,1
5823,,308.4,1446.1,33.3,53.0,689.5,0
5824,299.6,309.0,1261.56,48.5,153.0,448.52,0
5825,301.3,310.6,1267.31,47.6,,536.89,0
5826,296.1,307.1,1234.32,,22.0,417.67,0
5827,297.7,308.9,1513.48,28.3,116.0,656.62,1
5828,301.5,310.4,1174.98,54.2,26.0,503.82,0
5829,297.7,309.0,1676.44,24.4,28.0,761.41,1
5830,302.2,310.8,1284.24,47.6,11.0,552.08,0
5831,299.4,308.6,1279.78,56.4,175.0,666.22,0
5832,302.4,311.4,1411.97,35.0,122.0,537.28,0
5833,301.8,310.6,1310.86,50.7,108.0,410.25,0
5834,302.4,311.9,1240.47,50.1,188.0,518.48,0
5835,297.1,308.2,1224.97,50.8,,395.29,0
5836,299.7,309.3,1294.38,42.6,0.0,444.8,0
5837,302.4,310.3,1362.82,,165.0,630.78,1
5838,297.9,307.6,1345.29,,37.0,519.01,0
5839,299.4,310.7,1288.99,45.7,213.0,489.85,0
5840,300.3,311.5,1470.35,31.9,36.0,567.37,1
5841,,307.5,1235.29,43.3,111.0,382.83,0
5842,296.9,307.8,1306.97,37.2,160.0,687.51,0
5843,300.3,310.3,1202.64,46.3,50.0,500.59,0
5844,299.0,310.4,1301.36,46.2,168.0,483.0,0
5845,300.4,309.5,1692.4,21.9,221.0,831.58,1
5846,300.8,310.7,1193.5,59.1,203.0,365.61,0
5847,298.2,308.7,1396.66,35.7,40.0,600.56,1
5848,298.9,310.6,1439.69,33.0,221.0,688.33,0
5849,297.5,309.5,1494.32,27.9,240.0,625.22,1
5850,300.8,311.4,1339.29,40.6,,613.05,0
5851,302.2,,1307.09,43.6,38.0,585.01,1
5852,298.4,309.3,1325.15,,16.0,497.53,0
5853,303.8,312.8,1241.84,58.7,156.0,735.6,0
5854,299.3,308.5,1274.88,45.4,37.0,778.11,0
5855,,309.9,1285.23,39.7,72.0,303.43,0
5856,300.7,310.8,1337.71,37.1,186.0,399.67,1
5857,302.6,311.0,1270.95,38.0,144.0,598.48,0
5858,,308.3,1586.55,25.7,139.0,550.42,0
5859,,308.2,1283.24,63.9,19.0,504.34,0
5860,,,1277.46,50.5,,551.6,1
5861,302.4,310.5,1344.64,36.7,164.0,621.1,0
5862,301.6,310.6,1258.59,49.4,164.0,467.35,0
5863,300.3,309.9,1368.26,41.4,,569.91,0
5864,297.4,309.2,1291.25,40.4,117.0,658.94,0
5865,297.4,309.4,1303.01,,53.0,511.65,0
5866,297.5,308.6,1416.32,36.0,141.0,640.82,0
5867,297.3,308.2,1285.61,38.2,44.0,488.81,0
5868,299.7,309.3,1329.58,37.8,214.0,460.98,0
5869,298.0,307.9,1373.55,37.8,132.0,630.28,1
5870,301.2,310.5,1360.66,43.6,78.0,537.38,0
5871,302.5,311.5,1357.89,35.1,131.0,480.49,0
5872,300.8,310.6,1411.57,34.5,153.0,600.34,1
5873,299.0,309.7,1268.71,44.7,209.0,486.84,0
5874,300.6,311.7,1342.49,34.9,76.0,451.36,0
5875,297.1,307.8,1292.06,50.6,94.0,479.31,0
5876,297.3,308.8,1371.52,44.2,134.0,549.67,0
5877,299.0,308.4,1219.53,52.6,188.0,441.13,0
5878,302.0,310.9,1288.26,43.2,220.0,614.08,1
5879,298.9,308.7,1231.28,44.9,69.0,623.54,0
5880,299.8,,1520.18,30.3,,612.94,1
5881,300.2,309.4,1199.21,53.6,186.0,586.73,0
5882,295.7,306.3,1224.35,50.4,46.0,489.59,0
5883,299.4,309.0,1271.13,47.3,86.0,505.78,0
5884,295.9,306.5,1418.7,33.2,55.0,517.28,0
5885,300.7,310.6,1520.08,30.3,96.0,741.13,1
5886,298.8,309.8,1425.86,33.6,131.0,658.01,0
5887,303.5,312.9,1390.09,34.5,110.0,546.34,0
5888,300.3,309.9,1431.65,31.7,180.0,666.84,0
5889,298.2,309.2,1210.69,60.2,147.0,598.07,0
5890,297.2,308.5,1326.29,41.7,41.0,545.78,0
5891,303.7,312.6,1506.93,30.5,,524.05,0
5892,299.0,308.6,1194.58,60.5,120.0,607.57,0
5893,298.3,307.7,1425.62,33.8,171.0,603.13,1
5894,302.3,310.9,1557.17,29.7,137.0,645.89,0
5895,298.7,,1427.17,35.1,152.0,458.89,1
5896,300.3,311.5,1328.19,46.2,62.0,481.63,1
5897,300.0,309.4,1355.6,35.7,46.0,409.09,0
5898,297.2,308.0,1329.24,43.7,162.0,436.19,0
5899,301.5,310.7,1281.84,44.0,222.0,491.51,0
5900,298.3,308.1,1270.13,52.3,218.0,609.61,0
5901,297.7,309.7,1445.3,37.7,196.0,512.4,1
5902,300.8,310.3,1160.81,61.0,54.0,570.43,0
5903,300.7,312.1,1320.55,44.0,155.0,616.4,0
5904,298.2,308.8,1463.23,40.4,20.0,585.91,0
5905,300.1,309.4,1549.11,27.4,44.0,561.76,1
5906,302.7,310.4,1331.79,42.7,,314.76,0
5907,303.9,313.3,1340.16,34.3,161.0,543.85,1
5908,296.6,307.5,1304.29,45.5,199.0,541.38,0
5909,302.4,310.2,1406.48,37.7,29.0,557.0,0
5910,301.7,310.6,1370.2,42.2,85.0,643.4,1
5911,300.5,309.8,1742.34,21.4,164.0,630.43,1
5912,301.7,311.1,1354.37,41.4,108.0,389.64,0
5913,303.2,311.2,1364.55,46.7,29.0,559.23,0
5914,301.2,310.6,1300.93,50.9,66.0,358.14,1
5915,297.3,308.4,1328.55,,69.0,503.1,0
5916,301.9,311.0,1233.3,63.6,111.0,575.76,1
5917,297.2,308.3,1283.74,42.0,6.0,699.57,0
5918,298.8,310.2,1428.57,35.7,116.0,758.5,0
5919,295.9,306.4,1351.94,28.5,74.0,709.89,0
5920,299.0,308.7,2032.79,16.6,208.0,855.08,1
5921,297.9,307.5,1471.78,30.8,212.0,401.44,0
5922,297.6,309.0,1675.31,25.4,202.0,742.54,1
5923,298.7,309.8,1298.57,54.3,128.0,587.21,0
5924,304.1,313.1,1411.8,36.3,86.0,445.27,0
5925,303.1,311.0,1355.83,47.6,16.0,563.2,0
5926,303.8,312.9,1413.35,37.2,203.0,585.15,1
5927,298.8,308.5,1431.23,33.2,0.0,675.89,0
5928,297.8,307.4,1367.87,26.1,52.0,598.82,1
5929,300.3,311.1,1353.18,46.6,185.0,338.4,1
5930,302.4,310.1,1442.39,28.9,179.0,580.53,0
5931,301.7,310.7,1322.41,51.1,87.0,611.58,0
5932,298.2,309.3,1853.74,18.7,144.0,677.35,1
5933,301.0,310.9,1289.48,45.3,,597.53,0
5934,296.8,308.0,1264.11,54.5,86.0,519.98,0
5935,302.0,310.4,1394.29,39.2,112.0,626.03,0
5936,300.8,312.4,1314.49,43.7,139.0,729.18,0
5937,,309.9,1327.61,42.1,15.0,428.48,0
5938,,,1372.07,45.7,184.0,441.05,1
5939,300.4,311.7,1313.55,51.2,174.0,398.2,0
5940,297.8,307.5,1431.37,31.3,124.0,618.82,1
5941,300.5,309.3,1322.47,46.0,,581.75,0
5942,301.5,310.5,2076.21,16.4,112.0,908.18,1
5943,303.0,312.7,1381.99,41.8,111.0,440.87,0
5944,303.5,311.7,1763.54,22.3,,681.54,1
5945,303.7,312.3,1704.44,23.1,193.0,630.6,1
5946,,310.7,1290.85,45.1,7.0,454.36,0
5947,300.8,312.4,1275.73,59.1,91.0,392.99,0
5948,297.9,309.7,1991.73,16.8,27.0,830.63,1
5949,302.0,310.5,1477.07,39.8,99.0,592.29,0
5950,300.1,311.4,1229.54,,149.0,402.8,0
5951,298.2,308.8,1485.62,31.5,30.0,640.48,1
5952,295.5,306.1,1344.05,40.7,31.0,599.59,0
5953,298.8,308.5,1310.92,35.0,29.0,398.32,1
5954,302.4,311.0,1211.03,59.4,179.0,447.87,0
5955,299.6,310.1,1254.62,,11.0,574.92,0
5956,303.0,311.2,1222.96,48.2,65.0,414.34,0
5957,297.5,308.5,1527.69,26.8,136.0,565.59,0
5958,,311.8,1457.09,42.0,182.0,656.14,0
5959,300.0,309.6,1437.91,39.7,162.0,546.64,0
5960,298.0,308.7,1367.95,,96.0,654.81,0
5961,297.7,308.8,1319.62,43.7,96.0,500.53,1
5962,301.7,311.1,1273.45,,156.0,356.32,1
5963,299.8,311.1,1959.5,17.7,190.0,735.14,1
5964,299.6,309.5,1300.25,41.4,168.0,325.89,0
5965,303.1,312.6,1371.01,36.4,150.0,458.11,0
5966,297.4,,1618.68,22.6,161.0,745.06,1
5967,304.0,312.9,1190.47,53.9,202.0,484.98,0
5968,299.6,310.1,1850.58,20.4,60.0,593.21,1
5969,297.4,308.9,1236.13,59.1,,548.02,0
5970,299.7,311.2,1406.97,43.9,126.0,476.71,1
5971,302.2,311.5,1315.75,39.5,36.0,497.65,1
5972,301.7,310.7,1367.2,39.8,92.0,690.6,0
5973,299.7,310.2,1471.42,36.5,24.0,637.9,1
5974,300.5,310.6,1221.25,51.5,166.0,477.4,1
5975,301.1,310.8,1348.8,49.3,116.0,410.51,1
5976,297.2,308.3,1401.22,35.3,,582.54,0
5977,302.4,311.3,1349.19,61.5,85.0,500.82,0
5978,300.0,309.2,1412.77,34.4,18.0,690.26,0
5979,300.4,309.3,1243.94,50.3,,389.33,0
5980,303.6,313.0,1397.69,35.8,133.0,449.87,0
5981,299.7,,1299.4,40.4,19.0,481.28,0
5982,299.2,308.7,1465.06,30.5,93.0,672.54,0
5983,299.8,311.1,1396.21,35.7,,529.49,0
5984,295.8,306.5,1374.66,35.2,86.0,470.23,0
5985,,311.7,1529.11,,,680.36,1
5986,,308.2,1505.42,,3.0,591.75,0
5987,298.9,310.2,1177.39,49.0,121.0,390.6,0
5988,298.8,308.1,1331.06,53.5,28.0,401.82,0
5989,301.7,310.1,1256.4,50.5,38.0,427.28,0
5990,299.6,310.9,1497.97,28.0,76.0,714.24,0
5991,300.5,309.8,1298.72,,,480.45,0
5992,300.7,309.9,1242.54,44.5,176.0,378.5,0
5993,297.3,308.4,1239.85,50.5,71.0,590.46,0
5994,300.7,311.9,1244.86,46.5,,561.49,0
5995,303.1,311.4,1673.17,24.5,159.0,892.24,0
5996,298.9,,1326.63,36.6,129.0,633.97,1
5997,298.1,307.9,1320.32,47.3,206.0,517.95,0
5998,296.8,307.4,1346.67,43.9,,557.77,1
5999,300.1,311.5,1312.11,52.4,,481.18,0
6000,300.3,311.6,1171.99,62.8,118.0,466.63,0
6001,295.8,306.6,1379.25,,99.0,551.07,1
6002,303.7,312.7,1773.32,22.4,166.0,692.69,1
6003,298.1,,1254.06,44.5,49.0,623.22,1
6004,295.6,306.0,1231.36,52.4,115.0,332.28,0
6005,303.6,312.4,1617.4,28.7,124.0,675.32,1
6006,299.5,309.2,1155.9,61.8,45.0,346.65,0
6007,299.2,308.9,1341.71,42.3,215.0,528.99,0
6008,300.3,309.6,1470.79,31.8,73.0,615.25,0
6009,301.7,311.2,1401.84,34.5,139.0,566.29,0
6010,300.6,310.7,1271.19,52.5,,476.61,0
6011,300.2,311.6,1462.4,31.0,199.0,539.57,0
6012,300.0,309.1,1305.75,45.2,152.0,400.42,1
6013,303.9,313.0,1324.44,41.0,11.0,720.58,0
6014,298.8,,1404.88,44.0,136.0,582.11,0
6015,297.1,,1367.23,,181.0,559.24,0
6016,298.2,308.8,1396.24,39.9,53.0,634.47,0
6017,299.2,310.4,1187.12,52.0,34.0,436.24,0
6018,303.1,311.1,1633.95,22.6,19.0,655.6,1
6019,298.0,308.1,1382.76,36.6,190.0,475.28,0
6020,296.6,307.4,1613.31,25.8,72.0,556.76,1
6021,299.8,310.8,1310.4,43.5,156.0,379.78,0
6022,302.8,311.1,1418.33,32.2,78.0,552.28,1
6023,297.9,309.1,1304.07,,28.0,519.66,0
6024,296.8,307.6,1435.6,37.6,126.0,696.99,0
6025,302.6,310.4,1269.73,,12.0,541.53,0
6026,297.3,308.6,1326.67,50.7,157.0,423.67,0
6027,301.3,311.1,1518.39,30.7,34.0,721.25,0
6028,301.3,,1267.51,53.6,94.0,375.48,0
6029,298.2,307.8,1427.05,31.2,173.0,576.82,0
6030,301.3,310.7,1450.34,34.1,172.0,452.96,1
6031,298.3,310.1,1369.88,,90.0,554.02,0
6032,299.2,309.1,1336.29,45.6,2.0,701.31,0
6033,299.0,308.7,1240.03,48.6,0.0,376.81,0
6034,297.8,308.4,1370.58,35.1,138.0,585.34,0
6035,,311.7,1272.26,45.8,6.0,547.36,1
6036,298.2,308.2,1314.38,50.1,166.0,703.19,0
6037,302.5,312.2,1588.57,27.9,56.0,685.44,1
6038,302.8,312.2,1338.14,36.5,52.0,588.27,1
6039,299.5,309.3,1438.51,36.6,14.0,556.39,0
6040,300.1,310.1,1504.31,30.8,13.0,394.59,1
6041,301.1,311.1,1335.54,43.3,168.0,519.19,0
6042,298.3,308.2,1286.03,,71.0,511.57,1
6043,300.5,309.9,1343.37,41.3,116.0,306.87,0
6044,301.1,310.8,1572.24,,101.0,455.62,1
6045,,311.8,1368.23,40.6,205.0,606.69,0
6046,299.4,309.2,1372.44,42.3,114.0,571.8,1
6047,303.7,312.7,1232.14,56.8,194.0,469.46,1
6048,300.2,309.6,1342.12,41.8,41.0,363.34,0
6049,,312.5,1317.22,48.2,17.0,580.87,0
6050,301.7,311.0,1376.64,33.5,,553.95,0
6051,297.9,309.8,1375.86,71.6,31.0,576.1,1
6052,300.7,309.5,1295.48,46.4,24.0,634.08,1
6053,302.2,311.5,1176.61,52.4,157.0,415.03,0
6054,301.4,,1266.04,40.6,101.0,540.06,0
6055,297.6,308.3,1569.75,27.7,,578.86,0
6056,299.1,310.3,1675.66,24.0,235.0,675.63,1
6057,300.1,311.4,1483.61,31.3,41.0,709.21,0
6058,301.0,310.7,1504.55,29.9,148.0,629.87,0
6059,300.7,310.8,1400.96,41.3,69.0,575.72,1
6060,301.5,310.6,1356.74,36.6,202.0,553.37,0
6061,300.6,310.0,1354.8,36.3,95.0,547.26,0
6062,300.2,311.6,1377.1,39.0,174.0,535.19,0
6063,298.3,309.1,1725.41,20.3,140.0,731.74,1
6064,301.3,310.6,1393.77,,72.0,587.58,0
6065,300.4,309.7,1288.6,42.8,104.0,473.14,0
6066,302.1,311.3,1267.79,44.1,43.0,358.78,0
6067,298.4,308.9,1264.36,44.8,201.0,604.41,0
6068,302.0,311.3,1350.71,39.9,,465.52,1
6069,298.5,309.0,1331.15,,199.0,364.59,0
6070,298.4,308.0,1264.13,38.2,198.0,555.53,0
6071,,311.3,1440.61,33.7,14.0,654.16,0
6072,,310.4,1242.08,54.5,104.0,556.34,1
6073,297.9,307.8,1465.42,34.0,142.0,768.41,0
6074,299.7,311.1,1239.89,47.1,143.0,485.36,0
6075,,308.6,1298.3,45.9,108.0,484.97,0
6076,300.6,311.7,1330.82,,,438.55,1
6077,302.0,309.8,1323.25,58.1,145.0,559.69,0
6078,300.0,,1438.72,33.6,5.0,411.83,0
6079,303.8,313.0,1250.19,43.0,0.0,382.34,0
6080,,310.0,1520.25,29.7,176.0,519.52,1
6081,297.7,308.2,1309.58,43.9,,533.82,0
6082,298.6,310.1,1518.86,27.2,5.0,650.75,0
6083,297.4,308.4,1232.31,39.9,63.0,587.38,0
6084,297.2,308.1,1406.16,41.3,147.0,611.23,1
6085,301.2,310.9,1305.55,46.7,166.0,501.21,0
6086,297.2,308.5,1244.95,55.6,163.0,464.63,1
6087,299.6,308.9,1444.92,30.8,80.0,590.34,0
6088,302.2,310.8,1513.83,32.9,52.0,681.83,0
6089,302.9,312.4,1235.75,51.4,160.0,513.21,0
6090,302.7,310.5,1391.14,36.9,28.0,631.97,0
6091,297.2,308.0,1290.41,43.0,202.0,500.33,0
6092,,310.4,1561.45,30.9,108.0,560.73,1
6093,300.6,312.3,1418.14,37.2,54.0,621.12,1
6094,297.5,309.3,1561.28,29.9,32.0,608.16,0
6095,300.9,310.8,1601.02,26.2,191.0,637.54,1
6096,300.8,311.2,1353.11,40.1,87.0,589.13,0
6097,298.9,,1366.62,37.7,159.0,448.98,0
6098,301.6,310.6,1371.52,70.0,62.0,472.92,0
6099,299.0,310.0,1490.28,30.0,53.0,736.67,1
6100,302.3,,1378.63,38.7,141.0,662.11,0
6101,304.1,313.3,1289.87,39.9,70.0,647.85,0
6102,300.7,310.7,1199.67,61.0,177.0,572.02,0
6103,300.0,309.3,1253.09,56.5,122.0,504.43,1
6104,298.9,308.5,1354.44,40.6,145.0,506.54,0
6105,298.0,309.9,1322.64,45.2,55.0,569.4,1
6106,301.3,310.7,1391.93,40.7,178.0,497.41,0
6107,298.3,308.5,1264.47,46.2,148.0,559.5,0
6108,303.6,,1556.54,31.5,,451.13,1
6109,302.4,310.2,1356.35,36.2,166.0,425.78,0
6110,,308.1,1338.74,40.7,10.0,601.0,0
6111,300.1,311.3,1344.78,39.5,133.0,464.08,1
6112,297.3,308.7,1455.34,31.6,129.0,626.06,0
6113,301.0,311.0,1592.17,25.8,174.0,640.97,0
6114,298.1,308.9,1288.53,39.2,65.0,583.94,0
6115,303.7,312.5,1339.19,36.0,125.0,538.83,0
6116,299.2,308.6,1404.85,38.8,156.0,611.62,0
6117,302.0,310.9,1359.8,38.6,52.0,685.89,0
6118,300.5,309.8,1324.42,62.7,153.0,621.82,0
6119,298.4,309.0,1417.49,38.8,97.0,560.77,0
6120,301.3,310.8,1364.6,35.3,54.0,541.2,0
6121,297.4,309.4,1473.8,35.4,51.0,543.28,0
6122,300.5,310.7,1474.78,28.6,161.0,529.36,1
6123,298.6,309.4,2049.22,15.5,,730.36,1
6124,297.6,308.6,1315.53,38.3,39.0,467.68,1
6125,299.1,310.1,1245.11,45.6,44.0,432.7,0
6126,298.9,,1390.84,38.3,23.0,621.64,0
6127,299.3,309.0,1342.0,47.8,148.0,623.47,0
6128,302.3,311.2,1355.4,36.7,78.0,633.34,0
6129,300.7,309.5,1351.17,37.2,48.0,608.39,0
6130,300.2,311.6,1432.7,35.0,212.0,597.53,0
6131,302.7,310.5,1392.16,39.3,73.0,720.47,0
6132,299.9,309.4,1686.75,26.0,6.0,637.93,1
6133,299.0,310.2,1427.57,39.9,97.0,330.2,0
6134,300.5,309.9,1314.64,53.2,172.0,499.61,0
6135,298.3,,1293.42,43.8,,623.07,1
6136,300.7,310.1,1329.48,40.2,,581.48,1
6137,297.7,308.2,1353.45,39.9,158.0,323.02,0
6138,298.6,309.8,1648.98,20.1,142.0,624.21,0
6139,303.6,312.7,1983.51,17.6,37.0,745.03,1
6140,301.7,310.5,1317.8,41.4,153.0,544.17,0
6141,301.3,,1678.69,21.9,189.0,700.54,1
6142,303.6,312.4,1343.13,53.7,214.0,566.86,0
6143,301.0,311.9,1723.62,23.5,198.0,538.54,1
6144,296.6,307.5,1338.24,35.1,60.0,625.24,0
6145,300.7,311.9,1315.18,39.7,181.0,512.45,0
6146,298.4,309.5,1304.88,47.9,112.0,473.18,0
6147,297.5,308.8,1292.13,49.4,2.0,519.83,1
6148,300.0,309.6,1310.27,46.0,51.0,589.25,1
6149,302.3,311.7,1353.4,39.0,127.0,499.58,1
6150,303.9,312.7,1328.75,43.3,174.0,509.3,0
6151,300.4,309.7,1235.56,45.1,159.0,490.69,0
6152,303.8,313.0,1625.68,23.5,,636.44,1
6153,300.9,310.7,1369.59,35.8,,378.03,0
6154,304.0,312.9,1326.08,46.6,0.0,658.98,0
6155,299.1,308.6,2091.65,14.6,95.0,726.31,1
6156,298.7,309.7,1163.71,54.5,52.0,449.09,0
6157,300.4,310.0,1346.89,44.2,,567.48,0
6158,300.5,,1220.64,50.5,35.0,558.49,0
6159,301.5,310.4,1326.54,39.6,144.0,494.08,1
6160,300.4,309.2,1391.69,37.2,228.0,560.66,0
6161,295.5,306.0,1494.87,36.6,21.0,585.12,0
6162,,309.6,1331.08,45.1,115.0,666.39,0
6163,297.4,308.4,1241.52,50.1,213.0,445.64,0
6164,301.4,311.1,1353.84,36.3,193.0,459.56,1
6165,303.1,311.2,1471.04,32.3,21.0,534.14,0
6166,302.6,310.2,1478.56,31.0,100.0,655.42,0
6167,302.3,311.6,1602.95,26.4,79.0,657.21,1
6168,301.7,309.9,1452.28,37.7,,560.66,0
6169,302.3,311.6,1363.91,34.3,0.0,368.43,0
6170,300.7,309.5,1368.68,48.7,21.0,391.04,0
6171,302.5,311.8,1415.93,37.6,54.0,643.39,1
6172,298.5,309.7,1375.61,44.6,83.0,554.22,0
6173,300.5,311.4,1267.43,45.1,29.0,578.84,0
6174,,310.0,1289.26,49.5,205.0,538.7,1
6175,297.3,308.3,1160.47,39.6,5.0,597.3,1
6176,301.9,310.6,1398.79,36.6,15.0,650.04,0
6177,,311.7,1356.1,37.6,124.0,613.16,0
6178,299.0,310.2,1343.63,41.1,54.0,628.16,0
6179,296.7,308.0,1406.13,32.2,39.0,644.14,0
6180,298.3,309.6,1397.21,36.2,177.0,611.61,0
6181,300.0,309.4,1811.52,20.0,55.0,712.58,1
6182,297.1,308.1,1344.86,34.6,208.0,567.81,1
6183,298.5,308.4,1454.65,36.1,174.0,490.4,0
6184,300.9,310.0,1263.09,46.6,201.0,584.7,1
6185,299.0,310.4,1217.55,49.1,226.0,494.59,0
6186,299.0,,1367.01,35.9,16.0,712.71,0
6187,300.3,311.7,1442.47,,123.0,515.57,0
6188,299.2,308.8,1319.02,,109.0,490.29,0
6189,300.5,311.5,1236.84,48.2,82.0,351.66,0
6190,,309.3,1300.07,38.7,115.0,502.11,0
6191,297.4,308.3,1318.83,43.0,,642.36,1
6192,298.6,309.5,1255.24,50.4,82.0,537.11,1
6193,297.6,308.8,1353.97,39.7,69.0,534.07,0
6194,298.7,310.1,1455.32,34.8,112.0,577.52,1
6195,300.5,311.8,1250.51,,191.0,331.08,0
6196,299.6,311.0,1389.55,36.3,62.0,455.74,0
6197,298.8,309.8,1322.71,40.0,90.0,567.57,0
6198,298.2,308.3,1307.55,43.3,,599.97,0
6199,302.2,310.6,1203.15,51.5,126.0,359.21,1
6200,,308.7,1410.64,38.0,123.0,487.08,0
6201,298.0,308.2,1231.93,48.2,7.0,612.09,0
6202,298.2,309.1,1324.95,44.5,80.0,543.96,0
6203,300.6,311.9,1417.9,,45.0,584.13,0
6204,300.8,312.5,1275.23,47.3,123.0,349.71,0
6205,300.8,309.7,1314.88,44.3,158.0,430.93,0
6206,301.0,309.7,1370.61,58.4,162.0,604.83,0
6207,297.2,308.1,1543.97,30.9,204.0,564.44,0
